Timestamp,Entity,Variable,Day,Time,Value
21/01/2019 11:16:48,A,TemperaturaMotore,21/01/2019,11:16:48,158.1
21/01/2019 11:17:48,A,TemperaturaMotore,21/01/2019,11:17:48,158.1
21/01/2019 11:18:48,A,TemperaturaMotore,21/01/2019,11:18:48,158.1
21/01/2019 11:19:48,A,TemperaturaMotore,21/01/2019,11:19:48,158.2
21/01/2019 11:20:48,A,TemperaturaMotore,21/01/2019,11:20:48,158.2
21/01/2019 11:21:48,A,TemperaturaMotore,21/01/2019,11:21:48,158.3
21/01/2019 11:22:48,A,TemperaturaMotore,21/01/2019,11:22:48,158.4
21/01/2019 11:23:48,A,TemperaturaMotore,21/01/2019,11:23:48,158.2
21/01/2019 11:24:48,A,TemperaturaMotore,21/01/2019,11:24:48,158.1
21/01/2019 11:25:48,A,TemperaturaMotore,21/01/2019,11:25:48,158.1
21/01/2019 11:26:48,A,TemperaturaMotore,21/01/2019,11:26:48,158.1
21/01/2019 11:27:48,A,TemperaturaMotore,21/01/2019,11:27:48,158.2
21/01/2019 11:28:48,A,TemperaturaMotore,21/01/2019,11:28:48,158.5
21/01/2019 11:29:48,A,TemperaturaMotore,21/01/2019,11:29:48,158.5
21/01/2019 11:30:48,A,TemperaturaMotore,21/01/2019,11:30:48,158.3
21/01/2019 11:31:48,A,TemperaturaMotore,21/01/2019,11:31:48,158.1
21/01/2019 11:32:48,A,TemperaturaMotore,21/01/2019,11:32:48,158.1
21/01/2019 11:33:48,A,TemperaturaMotore,21/01/2019,11:33:48,158.1
21/01/2019 11:34:48,A,TemperaturaMotore,21/01/2019,11:34:48,158.3
21/01/2019 11:35:48,A,TemperaturaMotore,21/01/2019,11:35:48,158.4
21/01/2019 11:36:48,A,TemperaturaMotore,21/01/2019,11:36:48,158.6
21/01/2019 11:37:48,A,TemperaturaMotore,21/01/2019,11:37:48,158.4
21/01/2019 11:38:48,A,TemperaturaMotore,21/01/2019,11:38:48,158.3
21/01/2019 11:39:48,A,TemperaturaMotore,21/01/2019,11:39:48,158.2
21/01/2019 11:40:48,A,TemperaturaMotore,21/01/2019,11:40:48,158.1
21/01/2019 11:41:48,A,TemperaturaMotore,21/01/2019,11:41:48,158.2
21/01/2019 11:42:49,A,TemperaturaMotore,21/01/2019,11:42:49,158.2
21/01/2019 11:43:49,A,TemperaturaMotore,21/01/2019,11:43:49,158.6
21/01/2019 11:44:49,A,TemperaturaMotore,21/01/2019,11:44:49,158.5
21/01/2019 11:45:49,A,TemperaturaMotore,21/01/2019,11:45:49,158.4
21/01/2019 11:46:49,A,TemperaturaMotore,21/01/2019,11:46:49,158.1
21/01/2019 11:47:49,A,TemperaturaMotore,21/01/2019,11:47:49,158.1
21/01/2019 11:48:49,A,TemperaturaMotore,21/01/2019,11:48:49,158.1
21/01/2019 11:49:49,A,TemperaturaMotore,21/01/2019,11:49:49,158.1
21/01/2019 11:50:49,A,TemperaturaMotore,21/01/2019,11:50:49,158.4
21/01/2019 11:51:49,A,TemperaturaMotore,21/01/2019,11:51:49,158.4
21/01/2019 11:52:49,A,TemperaturaMotore,21/01/2019,11:52:49,158.5
21/01/2019 11:53:49,A,TemperaturaMotore,21/01/2019,11:53:49,158.3
21/01/2019 11:54:49,A,TemperaturaMotore,21/01/2019,11:54:49,158.1
21/01/2019 11:55:49,A,TemperaturaMotore,21/01/2019,11:55:49,158.1
21/01/2019 11:56:49,A,TemperaturaMotore,21/01/2019,11:56:49,158.1
21/01/2019 11:57:49,A,TemperaturaMotore,21/01/2019,11:57:49,158.3
21/01/2019 11:58:49,A,TemperaturaMotore,21/01/2019,11:58:49,158.4
21/01/2019 11:59:49,A,TemperaturaMotore,21/01/2019,11:59:49,158.4
21/01/2019 12:00:48,A,TemperaturaMotore,21/01/2019,12:00:48,158.2
21/01/2019 12:01:49,A,TemperaturaMotore,21/01/2019,12:01:49,158.2
21/01/2019 12:02:49,A,TemperaturaMotore,21/01/2019,12:02:49,158.2
21/01/2019 12:03:48,A,TemperaturaMotore,21/01/2019,12:03:48,158.1
21/01/2019 12:04:48,A,TemperaturaMotore,21/01/2019,12:04:48,158.3
21/01/2019 12:05:48,A,TemperaturaMotore,21/01/2019,12:05:48,158.3
21/01/2019 12:06:48,A,TemperaturaMotore,21/01/2019,12:06:48,158.3
21/01/2019 12:07:48,A,TemperaturaMotore,21/01/2019,12:07:48,158.3
21/01/2019 12:08:48,A,TemperaturaMotore,21/01/2019,12:08:48,158.1
21/01/2019 12:09:48,A,TemperaturaMotore,21/01/2019,12:09:48,158.2
21/01/2019 12:10:48,A,TemperaturaMotore,21/01/2019,12:10:48,158.1
21/01/2019 12:11:48,A,TemperaturaMotore,21/01/2019,12:11:48,158.2
21/01/2019 12:12:48,A,TemperaturaMotore,21/01/2019,12:12:48,158.4
21/01/2019 12:13:48,A,TemperaturaMotore,21/01/2019,12:13:48,158.5
21/01/2019 12:14:48,A,TemperaturaMotore,21/01/2019,12:14:48,158.5
21/01/2019 12:15:48,A,TemperaturaMotore,21/01/2019,12:15:48,158.3
21/01/2019 12:16:48,A,TemperaturaMotore,21/01/2019,12:16:48,158.2
21/01/2019 12:17:49,A,TemperaturaMotore,21/01/2019,12:17:49,158.2
21/01/2019 12:18:49,A,TemperaturaMotore,21/01/2019,12:18:49,158.3
21/01/2019 12:19:49,A,TemperaturaMotore,21/01/2019,12:19:49,158.1
21/01/2019 12:20:49,A,TemperaturaMotore,21/01/2019,12:20:49,158.1
21/01/2019 12:21:49,A,TemperaturaMotore,21/01/2019,12:21:49,158.2
21/01/2019 12:22:49,A,TemperaturaMotore,21/01/2019,12:22:49,158.3
21/01/2019 12:23:49,A,TemperaturaMotore,21/01/2019,12:23:49,158.4
21/01/2019 12:24:49,A,TemperaturaMotore,21/01/2019,12:24:49,158.5
21/01/2019 12:25:49,A,TemperaturaMotore,21/01/2019,12:25:49,158.2
21/01/2019 12:26:49,A,TemperaturaMotore,21/01/2019,12:26:49,158.2
